___,0,0.0,0.0,0.0,0.13924050632911392,-0.21518987341772153,-0.23020855655229613,0.16455696202531644,-0.569620253164557,-0.313934305665638,0.20253164556962025,-0.810126582278481,-0.4249939931457358,0.24050632911392406,-1.0,-0.4772443354337888,-0.05063291139240506,-0.7341772151898734,-0.21559851883078046,0.0379746835443038,-0.7468354430379747,-0.6901812090535783,0.0759493670886076,-0.5189873417721519,-0.9107208247943683,0.10126582278481013,-0.379746835443038,-0.9237358999694655,-0.17721518987341772,-0.6582278481012658,-0.2775026655966476,-0.06329113924050633,-0.6075949367088608,-0.8309895957659627,0.0,-0.379746835443038,-0.9614801110581231,0.0379746835443038,-0.22784810126582278,-0.9054957083854172,-0.27848101265822783,-0.5316455696202531,-0.41464271035989686,-0.16455696202531644,-0.4936708860759494,-1.0,-0.08860759493670886,-0.2911392405063291,-0.9981293744262852,-0.0379746835443038,-0.13924050632911392,-0.8069493862889819,-0.35443037974683544,-0.3924050632911392,-0.5623002729356004,-0.4430379746835443,-0.5822784810126582,-0.8810743371186907,-0.5063291139240507,-0.7215189873417721,-0.921465776160925,-0.5569620253164557,-0.8607594936708861,-0.8617857323218286
___,1,0.0,0.0,0.0,-0.14473684210526316,-0.05263157894736842,-0.2771330369217973,-0.2631578947368421,-0.19736842105263158,-0.4241244061283173,-0.32894736842105265,-0.3157894736842105,-0.5512635684359698,-0.39473684210526316,-0.40789473684210525,-0.6809496393356312,-0.15789473684210525,-0.4605263157894737,-0.3212409468630761,-0.2236842105263158,-0.6710526315789473,-0.614289726101605,-0.25,-0.8157894736842105,-0.845429886558753,-0.2631578947368421,-0.9342105263157895,-1.0,-0.07894736842105263,-0.4868421052631579,-0.37440762149064877,-0.11842105263157894,-0.7236842105263158,-0.6387309319707641,-0.13157894736842105,-0.868421052631579,-0.8459382131616089,-0.14473684210526316,-1.0,-0.9813886973424295,0.0,-0.47368421052631576,-0.46615290682619553,-0.013157894736842105,-0.6842105263157895,-0.6974746718999466,-0.02631578947368421,-0.8289473684210527,-0.8548129303529424,-0.039473684210526314,-0.9473684210526315,-0.9562093783764241,0.07894736842105263,-0.42105263157894735,-0.5879787307425542,0.09210526315789473,-0.5921052631578947,-0.7824277418676086,0.09210526315789473,-0.6973684210526315,-0.8752643441271701,0.07894736842105263,-0.8026315789473685,-0.9316554362698831
___,0,0.0,0.0,0.0,-0.12643678160919541,-0.10344827586206896,0.7311339652276572,-0.21839080459770116,-0.21839080459770116,0.9397047540145309,-0.27586206896551724,-0.2988505747126437,0.9688466321246937,-0.3333333333333333,-0.3448275862068966,1.0,-0.26436781609195403,-0.5057471264367817,0.761863640448384,-0.09195402298850575,-0.5862068965517241,0.6928609610005394,-0.04597701149425287,-0.5172413793103449,0.513176089543945,-0.05747126436781609,-0.4367816091954023,0.4573080843773196,-0.1839080459770115,-0.5517241379310345,0.2984393162597919,-0.022988505747126436,-0.5977011494252874,0.4542185779753094,0.011494252873563218,-0.5057471264367817,0.33811592359875553,-0.011494252873563218,-0.4367816091954023,0.19393902550136302,-0.08045977011494253,-0.5632183908045977,-0.12125328456958734,0.05747126436781609,-0.6436781609195402,-0.06575911101073426,0.08045977011494253,-0.5517241379310345,-0.08386873006652018,0.06896551724137931,-0.4827586206896552,-0.10320221209843618,0.022988505747126436,-0.5632183908045977,-0.46953559506426995,0.10344827586206896,-0.7701149425287356,-0.3535289663780227,0.16091954022988506,-0.896551724137931,-0.1793655115172825,0.1839080459770115,-1.0,-0.05405411160403754
Enter,1,0.0,0.0,0.0,-0.05263157894736842,-0.25,-0.5028975415009572,0.05263157894736842,-0.5657894736842105,-0.6554669243496735,0.13157894736842105,-0.7894736842105263,-0.7208739074330968,0.18421052631578946,-1.0,-0.7300776074122046,0.34210526315789475,-0.3815789473684211,-0.5480951655353479,0.17105263157894737,-0.2894736842105263,-0.8099931856840337,0.039473684210526314,-0.2894736842105263,-0.9165882323347473,0.05263157894736842,-0.32894736842105265,-1.0,0.40789473684210525,-0.18421052631578946,-0.4552028998197219,0.15789473684210525,-0.09210526315789473,-0.7023776695168308,0.039473684210526314,-0.14473684210526316,-0.7469812535271311,0.05263157894736842,-0.21052631578947367,-0.8042922394794861,0.42105263157894735,-0.013157894736842105,-0.41224635550541167,0.15789473684210525,0.06578947368421052,-0.723345980431622,0.05263157894736842,0.0,-0.7004648817911551,0.07894736842105263,-0.05263157894736842,-0.6750481085927049,0.3815789473684211,0.11842105263157894,-0.4157720846139506,0.21052631578947367,0.21052631578947367,-0.6996500962169503,0.11842105263157894,0.15789473684210525,-0.7437862233527471,0.10526315789473684,0.10526315789473684,-0.7564769225916872
___,1,0.0,0.0,0.0,-0.07017543859649122,-0.3157894736842105,-0.21264505710619133,0.017543859649122806,-0.6140350877192983,-0.2682623492308429,0.19298245614035087,-0.8070175438596491,-0.3754816205292349,0.2807017543859649,-0.9473684210526315,-0.4571202998159047,0.15789473684210525,-0.6491228070175439,0.03420282567380871,0.3157894736842105,-0.8421052631578947,-0.34107433632837914,0.45614035087719296,-0.9298245614035088,-0.6173467931573302,0.5789473684210527,-1.0,-0.7847087435181851,0.24561403508771928,-0.5263157894736842,-0.10607647881592053,0.43859649122807015,-0.7368421052631579,-0.5238966423897212,0.5789473684210527,-0.8596491228070176,-0.8144323643406511,0.7017543859649122,-0.9473684210526315,-0.9690246234040755,0.3333333333333333,-0.3684210526315789,-0.3038622153596605,0.45614035087719296,-0.47368421052631576,-0.8979088537982477,0.2982456140350877,-0.42105263157894735,-1.0,0.15789473684210525,-0.3684210526315789,-0.9068835595463659,0.3684210526315789,-0.19298245614035087,-0.5161837272326198,0.43859649122807015,-0.2631578947368421,-0.9772762608996027,0.2982456140350877,-0.2631578947368421,-0.9892830955419561,0.17543859649122806,-0.2631578947368421,-0.891841648720704
___,0,0.0,0.0,0.0,0.01639344262295082,-0.26229508196721313,-0.2723742183550471,-0.16393442622950818,-0.5573770491803278,-0.305256795798893,-0.39344262295081966,-0.6885245901639344,-0.3401276996530966,-0.5573770491803278,-0.8032786885245902,-0.35849202391642654,-0.3442622950819672,-0.5573770491803278,-0.1676820168323052,-0.5737704918032787,-0.7213114754098361,-0.45432293781770333,-0.7213114754098361,-0.8032786885245902,-0.6097792606063565,-0.8688524590163934,-0.8360655737704918,-0.6933884088441499,-0.4262295081967213,-0.39344262295081966,-0.23559968362797473,-0.6721311475409836,-0.5901639344262295,-0.6227394924224982,-0.8360655737704918,-0.6721311475409836,-0.8367078202825884,-1.0,-0.7049180327868853,-0.9129415159890387,-0.45901639344262296,-0.22950819672131148,-0.3448339952295543,-0.5573770491803278,-0.29508196721311475,-0.9232508727472463,-0.3442622950819672,-0.2459016393442623,-1.0,-0.19672131147540983,-0.21311475409836064,-0.876683388145204,-0.45901639344262296,-0.03278688524590164,-0.4642704218910964,-0.4918032786885246,-0.09836065573770492,-0.9443643315940597,-0.3114754098360656,-0.08196721311475409,-0.969174544243749,-0.18032786885245902,-0.08196721311475409,-0.8712507160576204
___,0,0.0,0.0,0.0,0.07272727272727272,-0.2909090909090909,-0.055762989541900204,0.2909090909090909,-0.509090909090909,-0.20361132121533101,0.5272727272727272,-0.5636363636363636,-0.35727200663336994,0.6727272727272727,-0.5818181818181818,-0.5134141991455455,0.2727272727272727,-0.6,-0.4484143096826965,0.6,-0.6181818181818182,-0.696984412470844,0.7818181818181819,-0.6,-0.8739132224339813,0.9090909090909091,-0.6,-1.0,0.2545454545454545,-0.4,-0.5691820645030857,0.6,-0.41818181818181815,-0.785274670641158,0.8181818181818182,-0.43636363636363634,-0.8742011560376015,1.0,-0.45454545454545453,-0.9686072843650744,0.23636363636363636,-0.18181818181818182,-0.6773173782080852,0.5818181818181818,-0.14545454545454545,-0.8194047947003025,0.5454545454545454,-0.14545454545454545,-0.757903577210715,0.45454545454545453,-0.16363636363636364,-0.7339514574177816,0.2,0.01818181818181818,-0.7994581875122155,0.4727272727272727,0.01818181818181818,-0.8932868172805861,0.45454545454545453,-0.01818181818181818,-0.8267998486361506,0.36363636363636365,-0.05454545454545454,-0.7855426201844703
Enter,0,0.0,0.0,0.0,0.10112359550561797,-0.29213483146067415,-0.22714151082283296,0.02247191011235955,-0.6067415730337079,-0.23895977304476365,-0.0898876404494382,-0.8426966292134831,-0.2726394146568233,-0.12359550561797752,-1.0,-0.30274253541079776,-0.0898876404494382,-0.5842696629213483,-0.19657154692623152,-0.14606741573033707,-0.7078651685393258,-0.530175394183459,-0.12359550561797752,-0.7865168539325843,-0.7591665373785496,-0.06741573033707865,-0.8426966292134831,-0.9274664912712708,-0.15730337078651685,-0.43820224719101125,-0.2787593056501248,-0.2808988764044944,-0.5056179775280899,-0.6775962139691575,-0.21348314606741572,-0.5056179775280899,-0.8633038029108508,-0.14606741573033707,-0.48314606741573035,-0.9783637308369438,-0.19101123595505617,-0.2808988764044944,-0.40357455346925136,-0.2696629213483146,-0.3258426966292135,-0.8636452472579051,-0.19101123595505617,-0.3146067415730337,-0.9550532383216934,-0.12359550561797752,-0.3146067415730337,-0.9631123524067398,-0.19101123595505617,-0.12359550561797752,-0.5480729169045576,-0.2247191011235955,-0.14606741573033707,-0.8982217236675302,-0.1797752808988764,-0.14606741573033707,-0.9781992329093264,-0.1348314606741573,-0.1348314606741573,-1.0
___,0,0.0,0.0,0.0,0.04225352112676056,-0.323943661971831,0.016373992098579877,0.22535211267605634,-0.6056338028169014,-0.12158090723511174,0.4647887323943662,-0.704225352112676,-0.3026001002602871,0.6338028169014085,-0.7323943661971831,-0.4756686622955141,0.15492957746478872,-0.8309859154929577,-0.3107332317567821,0.4788732394366197,-0.9295774647887324,-0.5789805637548904,0.6619718309859155,-0.971830985915493,-0.7883815786471317,0.8028169014084507,-1.0,-0.9486809343499589,0.19718309859154928,-0.676056338028169,-0.5029985363733382,0.5352112676056338,-0.7464788732394366,-0.7540922867637636,0.7464788732394366,-0.7887323943661971,-0.8803050086956854,0.9154929577464789,-0.8450704225352113,-1.0,0.2535211267605634,-0.49295774647887325,-0.6799367304553809,0.5633802816901409,-0.4647887323943662,-0.8059088176943445,0.4647887323943662,-0.38028169014084506,-0.6990614990394836,0.3380281690140845,-0.352112676056338,-0.651446406565823,0.30985915492957744,-0.30985915492957744,-0.8816560395088048,0.5070422535211268,-0.29577464788732394,-0.9091200881963957,0.4084507042253521,-0.23943661971830985,-0.7802596167331354,0.29577464788732394,-0.23943661971830985,-0.7006595172456075
___,0,0.0,0.0,0.0,0.06976744186046512,-0.27906976744186046,-0.10139158754997231,0.27906976744186046,-0.4418604651162791,-0.23793812211772838,0.5116279069767442,-0.4418604651162791,-0.3791503003721089,0.6744186046511628,-0.3953488372093023,-0.5042353522292927,0.37209302325581395,-0.5813953488372093,-0.372421482197214,0.6976744186046512,-0.5116279069767442,-0.6401763636437195,0.8604651162790697,-0.4186046511627907,-0.8482997470107141,1.0,-0.37209302325581395,-1.0,0.4418604651162791,-0.3953488372093023,-0.4989394539870438,0.627906976744186,-0.32558139534883723,-0.7648860236761829,0.6511627906976745,-0.27906976744186046,-0.8950611984991829,0.6511627906976745,-0.2558139534883721,-0.9658950208847762,0.46511627906976744,-0.16279069767441862,-0.6120894981055611,0.5348837209302325,-0.06976744186046512,-0.8988310482736673,0.4186046511627907,-0.023255813953488372,-0.8512104620680292,0.32558139534883723,0.0,-0.7558720322703236,0.46511627906976744,0.06976744186046512,-0.7311365428293644,0.5116279069767442,0.13953488372093023,-0.9322758282348722,0.3953488372093023,0.16279069767441862,-0.820830791179817,0.32558139534883723,0.18604651162790697,-0.6705554923595373
